SETOR,LOCALIZAÇÃO,CÓDIGO,DESCRIÇÃO,QTD,ALMOXARIFADO
MP,,260812,PARAF SEX 5/16X 1/2 UNC,,Almox Prod Especiais
MP,,260824,PARAF SEX 5/8 X 2.1/2 UNC,,Almox Prod Especiais
MP,,260836,PARAF SEX 1/2 X 2.1/4 8.8UNC ZB,,Almox Prod Especiais
MP,,260940,PARAF SEX 1 X 7 UNC,,Almox Prod Especiais
MP,,260941,"PARAF SEX 1 X 9"" UNC",,Almox Prod Especiais
MP,,260988,PARAF SEX 5/8 X 1.3/4 UNC ZB,,Almox Prod Especiais
MP,,268408,PNEU 4.80/4.00X8 LEV B (CÓD.14749),,Almox Prod Especiais
MP,,268410,PNEU RODOV. 650 X16 CT52 6 Pr - 06 LONAS,,Almox Prod Especiais
MP,,272103,PORCA CAST 5/8 ALT 13.59 UNF,,Almox Prod Especiais
MP,,272152,"PORCA CAST. DE 3/4"" UNF ZB",,Almox Prod Especiais
MP,,272402,"PORCA CAST. DE 1"" UNC ZB",,Almox Prod Especiais
MP,,272403,"PORCA AC SX OSC C32/AA29 M22X1,50 CL10 CÓD. 79415 (7/8"" UNF)",,Almox Prod Especiais
MP,,272505,PORCA CAST 1.1/2 S/COROA - UNF ZB,,Almox Prod Especiais
MP,,274100,PORCA SEX 1/2 12 F - ZB,,Almox Prod Especiais
MP,,274124,PORCA SEX 1/2 UNC ZB,,Almox Prod Especiais
MP,,274150,"PORCA SEX 3/4"" UNF ZB",,Almox Prod Especiais
MP,,274185,"PORCA SEXT. INOX - 3/8"" UNC",,Almox Prod Especiais
MP,,274186,"PORCA SEXT. INOX - 5/16"" UNC",,Almox Prod Especiais
MP,,274203,"PORCA SEX 3/4"" UNC ZB",,Almox Prod Especiais
MP,,274216,PORCA NY AT 1/2 WW,,Almox Prod Especiais
MP,,274288,"PORCA SEX 5/8"" UNF ZB",,Almox Prod Especiais
MP,,274306,"PORCA SEX 5/8"" UNC ZB",,Almox Prod Especiais
MP,,274355,PORCA SEX 1/4 UNF,,Almox Prod Especiais
MP,,274367,"PORCA SEXT. INOX - 1/8"" UNC",,Almox Prod Especiais
MP,,274409,"PORCA SEX 1/4"" UNC ZB",,Almox Prod Especiais
MP,,274501,PORCA SEX 3/16 UNC,,Almox Prod Especiais
MP,,274604,"PORCA SEX 3/8"" UNC ZB",,Almox Prod Especiais
MP,,275062,"PORCA A/T. NY. 7/8"" UNF ZB ALTA",,Almox Prod Especiais
MP,,275098,"PORCA A/T. NY 3/4"" ALTA UNF-ZB",,Almox Prod Especiais
MP,,275118,"PORCA A/T. NY. INOX 3/8"" UNC",,Almox Prod Especiais
MP,,275125,"PORCA SEXT. INOX 1/2"" UNC",,Almox Prod Especiais
MP,,275126,"PORCA SEXT. INOX 5/8"" UNC",,Almox Prod Especiais
MP,,275165,CONTRA-PORCA 3/4 UNC,,Almox Prod Especiais
MP,,279158,PORCA SEX 1 UNC,,Almox Prod Especiais
MP,,282156,"REBITE DE ALUMINIO 4,8 x 16MM (516)",,Almox Prod Especiais
MP,,282158,"REBITE DE ALUMINIO 3,2 x 15MM",,Almox Prod Especiais
MP,,282160,"REBITE DE ALUMINIO 6,2 x 15MM",,Almox Prod Especiais
MP,,282164,"REBITE REPUXO DE ALUMINIO 6,2 x 21MM",,Almox Prod Especiais
MP,,284181,RETENTOR REF 01767 BR - SABÓ,,Almox Prod Especiais
MP,,284285,RETENTOR REF 053 BRG (AR-2196) (ARCA/SABÓ),,Almox Prod Especiais
MP,,284854,RETENTOR REF 01602 BAG,,Almox Prod Especiais
MP,,288204,ROLAMENTO REF 6004-2RS 1º LINHA,,Almox Prod Especiais
MP,,288208,ROLAMENTO YAR 206-2F,,Almox Prod Especiais
MP,,289269,ROLAMENTO REF. 32214 1º LINHA,,Almox Prod Especiais
MP,,291073,"CB FLEX 1KV 04X004,00MM",,Almox Prod Especiais
MP,,291074,"CB FLEX 1KV 04X002,50MM",,Almox Prod Especiais
MP,,291077,"CB PP 500V 02X001,00MM",,Almox Prod Especiais
MP,,291083,"CB FLEX 01X035,00MM",,Almox Prod Especiais
MP,,291086,"CB FLEX 006,00MM",,Almox Prod Especiais
MP,,291089,"CB FLEX 750V 4,00MM P/ INDUSTRIALIZAÇÃO",,Almox Prod Especiais
MP,,292011,"BUJAO GALV 1/2"" BSP",,Almox Prod Especiais
MP,,292027,"TEE DE REDUÇÃO 3.1/2"" PARA 2.1/2"" SCHEDULE 40",,Almox Prod Especiais
MP,,292968,"VALVULA DE ALIVIO C/ DISCO MET 2""",,Almox Prod Especiais
MP,,299406,"MEIA EMENDA DUPLA P/CORR. ASA 50 5/8""",,Almox Prod Especiais
MP,,299535,BUCHA MENOR - 32168 -,,Almox Prod Especiais
MP,,299536,BUCHA MAIOR - 032167,,Almox Prod Especiais
MP,,299704,BUCHA GSM-2630-16 (IGLIDUR) - RG,,Almox Prod Especiais
MP,,299960,CARDAN REF. CC-2558/1P C/PROTECAO,,Almox Prod Especiais
MP,,350102,ARAME COBREADO MIG 1.2 (ER70S6),,Almox Prod Especiais
MP,,350104,"ARAME MIG P/ SOLDA INOX - 0,8mm.",,Almox Prod Especiais
MP,,350107,ARAME MIG P/ SOLDA INOX - 1.0MM,,Almox Prod Especiais
MP,,534473,CABO PP 500V 2 X 1MM,,Almox Prod Especiais
MP,,622148,PLATAFORMA- SELECIONADORA DE FRUTAS,,Almox Prod Especiais
PEÇA,,026064,CHAPEAMENTO - SUPORTE DE ARTICULAÇÃO DO EIXO CARRETA ROBUSTA 12T,,Almox Prod Especiais
PEÇA,,026791,HASTE DO BRAÇO MÓVEL - APLICADOR DE TNT,,Almox Prod Especiais
PEÇA,,026794,BRAÇADEIRA [CHASSI - TNT],,Almox Prod Especiais
PEÇA,,026817,COMPLEMENTO CONJUNTO LIMITADOR HORIZONTAL - APLICADOR DE TNT,,Almox Prod Especiais
PEÇA,,026818,CORPO CONJUNTO LIMITADOR HORIZONTAL - APLICADOR DE TNT,,Almox Prod Especiais
PEÇA,,026871,CAPA DA RODA [RODA GUIA - TRP6000],,Almox Prod Especiais
PEÇA,,026876,PINO 2º PONTO - PRÉ-ENCANTEIRADOR,,Almox Prod Especiais
PEÇA,,026877,APOIO DO RASPADOR - CHASSI - TRANSPLANTADEIRA,,Almox Prod Especiais
PEÇA,,026879,RASPADOR - CHASSI - TRANSPLANTADEIRA,,Almox Prod Especiais
PEÇA,,026928,EIXO DA RODA MARCADORA 5 BICOS - TRANSPLANTADEIRA,,Almox Prod Especiais
PEÇA,,027026,DEFLETOR TRASEIRO - ENCANTEIRADOR DE 03 LINHAS,,Almox Prod Especiais
PEÇA,,027032,SUPORTE DO SOMBRITE _ MÁQUINA P/ COLHEITA DE FRUTAS,,Almox Prod Especiais
PEÇA,,027065,PONTA DE EIXO [APLICADOR DE TNT],,Almox Prod Especiais
PEÇA,,027109,CHAPA SUPERIOR DEFLETOR TRASEIRO - DEFLETOR TRASEIRO - ENCANTEIRADOR DE 03 LINHAS,,Almox Prod Especiais
PEÇA,,027110,CHAPA LATERAL DO ENCANTEIRADOR TRASEIRO - DEFLETOR TRASEIRO - ENCANTEIRADOR DE 03 LINHAS,,Almox Prod Especiais
PEÇA,,027131,CHAPA LATERAL VERTICAL - DEFLETOR TRASEIRO - ENCANTEIRADOR DE 03LINHAS,,Almox Prod Especiais
PEÇA,,027209,TUBO DE DESCIDA DA FITA - CONJUNTO SOLDADO DE DESCIDA DA FITA - ENCANTEIRADOR DE 03 LINHAS,,Almox Prod Especiais
PEÇA,,027269,PINHAO 13 DENTES MOVIDO - ROBUSTA 12T PARA COMPOSTO,,Almox Prod Especiais
PEÇA,,027287,COLUNA MÓVEL PROTEÇÃO- PLATAFORMA - SELECIONADORA DE FRUTAS,,Almox Prod Especiais
PEÇA,,027317,CHAPA SOLDADA DEFLETOR - DEFLETOR TRASEIRO - ENCANTEIRADOR DE 3 LINHAS,,Almox Prod Especiais
PEÇA,,027326,LAMINA DEFLETOR DIANTEIRO MEDIANO - DEFLETOR DIANTEIRO - ENCANTEIRADOR DE 3 LINHAS,,Almox Prod Especiais
PEÇA,,027430,TUBO GUIA DO ESTICADOR (30x30) _ MÁQUINA P/ COLHEITA DE FRUTAS,,Almox Prod Especiais
PEÇA,,027432,REFORÇO DO TUBO GUIA _ MÁQUINA P/ COLHEITA DE FRUTAS,,Almox Prod Especiais
PEÇA,,027470,TUBO _ ESTICADOR INTERNO P207 (25x25) _ MÁQUINA P/ COLHEITA DE FRUTAS,,Almox Prod Especiais
PEÇA,,027509A,LONGARINA INFERIOR- SELECIONADORA DE FRUTAS (A),,Almox Prod Especiais
PEÇA,,027509B,LONGARINA INFERIOR- SELECIONADORA DE FRUTAS (B),,Almox Prod Especiais
PEÇA,,027510A,LONGARINA SUPERIOR- SELECIONADORA DE FRUTAS (A),,Almox Prod Especiais
PEÇA,,027510B,LONGARINA SUPERIOR- SELECIONADORA DE FRUTAS (B),,Almox Prod Especiais
PEÇA,,027537,CHAPA LATERAL INCLINADA APOIO CABO DE AÇO- ESTEIRA MÓVEL- MÁQ P/ COLHEITA DE FRUTAS,,Almox Prod Especiais
PEÇA,,027552,TIRA DE AÇO INFERIOR MENOR - ESTEIRA INTERMEDIÁRIA- MÁQ P/ COLHEITA DE FRUTAS,,Almox Prod Especiais
PEÇA,,027555,TIRA DE AÇO INFERIOR MAIOR - ESTEIRA INTERMEDIÁRIA- MÁQ P/ COLHEITA DE FRUTAS,,Almox Prod Especiais
PEÇA,,027557,TIRA DE AÇO INFERIOR MEDIANA - ESTEIRA INTERMEDIÁRIA- MÁQ P/ COLHEITA DE FRUTAS,,Almox Prod Especiais
PEÇA,,027585,CHAPA DE LIGAÇÃO FURADA - ESTEIRA MÓVEL- MÁQ P/ COLHEITA DE FRUTAS,,Almox Prod Especiais
PEÇA,,027611,BASE INTERMEDIÁRIA - SELECIONADORA DE FRUTAS,,Almox Prod Especiais
PEÇA,,027613,LATERAL BALANÇA- SELECIONADORA DE FRUTAS,,Almox Prod Especiais
PEÇA,,027614,LATERAL MAIOR- SELECIONADORA DE FRUTAS,,Almox Prod Especiais
PEÇA,,027617,ORELHA SAÍDA BALANÇA- SELECIONADORA DE FRUTAS,,Almox Prod Especiais
PEÇA,,027740B,CALHA MAIOR- SELECIONADORA DE FRUTAS (B),,Almox Prod Especiais
PEÇA,,027756,CHAPA DE FECHAMENTO FUSO - ESTEIRA MÓVEL- MÁQ P/ COLHEITA DE FRUTAS,,Almox Prod Especiais
PEÇA,,027767,PORTA BANDEJA DUPLO - TRANSPLANTADEIRA,,Almox Prod Especiais
PEÇA,,027818A,APOIO DO TRILHO CENTRAL- SELECIONADORA DE FRUTAS (A),,Almox Prod Especiais
PEÇA,,027818B,APOIO DO TRILHO CENTRAL- SELECIONADORA DE FRUTAS (B),,Almox Prod Especiais
PEÇA,,028017,CHAPA INFERIOR DO BRAÇO - MÁQ P/ COLHEITA DE FRUTAS,,Almox Prod Especiais
PEÇA,,028064,TUBO DE ESBARRO DO APOIO - MÁQ P/ COLHEITA DE FRUTAS,,Almox Prod Especiais
PEÇA,,028073,FECHAMENTO ENCAIXE MAIOR - ESTEIRA MÓVEL- MÁQ P/ COLHEITA DE FRUTAS,,Almox Prod Especiais
PEÇA,,028074,FECHAMENTO ENCAIXE MENOR - ESTEIRA MÓVEL- MÁQ P/ COLHEITA DE FRUTAS,,Almox Prod Especiais
PEÇA,,028086,FECHAMENTO DO TUBO GUIA (30x30) _ MÁQUINA P/ COLHEITA DE FRUTAS,,Almox Prod Especiais
PEÇA,,028093,FUSO- ESTEIRA MÓVEL- MÁQ P/ COLHEITA DE FRUTAS,,Almox Prod Especiais
PEÇA,,028103,CHAPA POSTERIOR DO BRAÇO - MÁQ P/ COLHEITA DE FRUTAS,,Almox Prod Especiais
PEÇA,,028104,CHAPA ANTERIOR DO BRAÇO - MÁQ P/ COLHEITA DE FRUTAS,,Almox Prod Especiais
PEÇA,,028128,LONGARINA CENTRAL- SELECIONADORA DE FRUTAS,,Almox Prod Especiais
PEÇA,,028128A,LONGARINA CENTRAL- SELECIONADORA DE FRUTAS (A),,Almox Prod Especiais
PEÇA,,028128B,LONGARINA CENTRAL- SELECIONADORA DE FRUTAS (B),,Almox Prod Especiais
PEÇA,,028164,CHAPA DE REDUÇÃO DO ROLO MAIOR- SELECIONADORA DE FRUTAS,,Almox Prod Especiais
PEÇA,,028238,ORELHA MAIOR- SELECIONADORA DE FRUTAS,,Almox Prod Especiais
PEÇA,,028313,EIXO MOTOR - ESTEIRA HORIZONTAL - SELECIONADORA DE FRUTAS,,Almox Prod Especiais
PEÇA,,028314,EIXO MOVIDO - ESTEIRA HORIZONTAL - SELECIONADORA DE FRUTAS,,Almox Prod Especiais
PEÇA,,028497,CHAPA VIRADA INFERIOR DA GAIOLA - GAIOLA - MÁQ P/ COLHEITA DE FRUTAS,,Almox Prod Especiais
PEÇA,,028693,CALHA- SELECIONADORA DE FRUTAS,,Almox Prod Especiais
PEÇA,,028728,RODA DENTADA 28 DENTES - MÓDULO MOTOR - SELECIONADORA DE FRUTAS,,Almox Prod Especiais
PEÇA,,028810,GANCHO DO FECHO RÁPIDO CBH/CBHM,,Almox Prod Especiais
PEÇA,,029057,CHAPA REFORÇO PERFIL LONG - ESTEIRA MÓVEL- MÁQ P/ COLHEITA DE FRUTAS,,Almox Prod Especiais
PEÇA,,029091,TIRANTE MOVIDO DA TRAVA - ESTEIRA MÓVEL- MÁQ P/ COLHEITA DE FRUTAS,,Almox Prod Especiais
PEÇA,,029104,FLANGE DO TANQUE - MÁQ P/ COLHEITA DE FRUTAS,,Almox Prod Especiais
PEÇA,,029127,CHAPA DE FIXAÇÃO DO APOIO DA TUB. [TRANSPLANTADEIRA],,Almox Prod Especiais
PEÇA,,029135,DEGRAU- ESTEIRA PRINCIPAL- MÁQ P/ COLHEITA DE FRUTAS,,Almox Prod Especiais
PEÇA,,029144,FIXAÇÃO PNEU - ESTEIRA PRINCIPAL - MÁQ PARA COLHEITA,,Almox Prod Especiais
PEÇA,,029166,ORELHA FIXAÇÃO TETO - MÁQ P/ COLHEITA DE FRUTAS,,Almox Prod Especiais
PEÇA,,029174,TUBO LATERAL TETO - GAIOLA - MÁQ P/ COLHEITA DE FRUTAS,,Almox Prod Especiais
PEÇA,,029175,TUBO LONGITUDINAL - MÁQ P/ COLHEITA DE FRUTAS,,Almox Prod Especiais
PEÇA,,029180,TUBO RECORTADO MENOR - MÁQ P/ COLHEITA DE FRUTAS,,Almox Prod Especiais
PEÇA,,029183,ABRAÇADEIRA TETO DA GAIOLA - GAIOLA MOTORISTA- MÁQ P/ COLHEITA DE FRUTAS,,Almox Prod Especiais
PEÇA,,029192,FECHAMENTO TETO - MÁQ P/ COLHEITA DE FRUTAS,,Almox Prod Especiais
PEÇA,,029243,CHAPA DO REGULADOR - REGULADOR DISCO MAIOR - PRÉ-ENCANTEIRADOR,,Almox Prod Especiais
PEÇA,,029328,REFORÇO INFERIOR DO PERFIL - EST PRINCIPAL - MÁQ P/ COLHEITA DE FRUTAS,,Almox Prod Especiais
PEÇA,,029329,ORELHA INFERIOR FIXAÇÃO SUP - EST PRINCIPAL - MÁQ P/ COLHEITA DE FRUTAS,,Almox Prod Especiais
PEÇA,,029359,PERFIL RECORTADO MAIOR LE - MÁQ P/ COLHEITA DE FRUTAS,,Almox Prod Especiais
PEÇA,,029361,PERFIL RECORTADO MENOR LE - MÁQ P/ COLHEITA DE FRUTAS,,Almox Prod Especiais
PEÇA,,029370,SUPORTE DOS MEDIDORES _ GAIOLA COMPLETA _ MÁQUINA P/ COLHEITA DE FRUTAS,,Almox Prod Especiais
PEÇA,,029394,CANTONEIRA CHAPA POSTERIOR - GAIOLA - MÁQ P/ COLHEITA DE FRUTAS,,Almox Prod Especiais
PEÇA,,029478IN,COMPORTA LATERAL INOX [ROBUSTA 12T],,Almox Prod Especiais
PEÇA,,029499,PRENDEDOR DO TUBO DE RETORNO [MCF],,Almox Prod Especiais
PEÇA,,029601A,TAMPA DA CALHA - MÓDULO CENTRAL - SELECIONADORA DE FRUTAS (A),,Almox Prod Especiais
PEÇA,,029601B,TAMPA DA CALHA - MÓDULO CENTRAL - SELECIONADORA DE FRUTAS (B),,Almox Prod Especiais
PEÇA,,029620,AFASTADOR - ESTEIRA MÓVEL - MÁQ P/ COLHEITA DE FRUTAS,,Almox Prod Especiais
PEÇA,,029692,FECHAMENTO DO EIXO - CARRETA ER6,,Almox Prod Especiais
PEÇA,,030105,TIRA DE AÇO INFERIOR MAIOR EXTRE - ESTEIRA INTERMEDIÁRIA- MÁQ P/ COLHEITA DE FRUTAS,,Almox Prod Especiais
PEÇA,,030106,TIRA DE AÇO INFERIOR MENOR EXTRE - ESTEIRA INTERMEDIÁRIA- MÁQ P/ COLHEITA DE FRUTAS,,Almox Prod Especiais
PEÇA,,030115,GUIA MEDIA EXTREM 2 - EST INTERMEDIARIA - MÁQ P/ COLHEITA DE FRUTAS,,Almox Prod Especiais
PEÇA,,030117,GUIA MENOR EXTREM 2 - EST INTERMEDIARIA - MÁQ P/ COLHEITA DE FRUTAS,,Almox Prod Especiais
PEÇA,,030280,REFORÇO EST MÓVEL - EST MOVEL - MÁQ P/ COLHEITA DE FRUTAS,,Almox Prod Especiais
PEÇA,,030307,ROLO INFERIOR ESTEIRA DE BORRACHA (INOX) - ROLETE MONTADO DA EST HORIZONTAL - MÁQ DE COLHEITA DE FRUTAS,,Almox Prod Especiais
PEÇA,,030308,CANT APOIO ROLO INF EST BORRACHA - CHASSI - MÁQ DE COLHEITA DE FRUTAS,,Almox Prod Especiais
PEÇA,,030726,TRAVESSA INTERMEDIÁRIA - BAIA - SELECIONADORA DE FRUTAS,,Almox Prod Especiais
PEÇA,,031425,CANTONEIRA INFERIOR MENOR - PLATAFORMA DO CANHÃO - KIT INCÊNDIO TANQUE,,Almox Prod Especiais
PEÇA,,031426,CANTONEIRA INFERIOR MAIOR - PLATAFORMA DO CANHÃO - KIT INCÊNDIO TANQUE,,Almox Prod Especiais
PEÇA,,031427,CANTONEIRA DE APOIO - PLATAFORMA DO CANHÃO - KIT INCÊNDIO TANQUE,,Almox Prod Especiais
PEÇA,,031428,BASE DE APOIO - PLATAFORMA DO CANHÃO - KIT INCÊNDIO TANQUE,,Almox Prod Especiais
PEÇA,,031434,CHAPA DO PISO - PLATAFORMA DO CANHÃO - KIT INCÊNDIO TANQUE,,Almox Prod Especiais
PEÇA,,031436,ENGATE DA TRAVA - PLATAFORMA DO CANHÃO - KIT INCÊNDIO TANQUE,,Almox Prod Especiais
PEÇA,,031437,BASE DA TRAVA - PLATAFORMA DO CANHÃO - KIT INCÊNDIO TANQUE,,Almox Prod Especiais
PEÇA,,031448,FERRAMENTA LAGUNA,,Almox Prod Especiais
PEÇA,,031900,ROLO MOTOR _ ESTEIRAS ELEVADAS COMPLETA _ MÁQUINA P/ COLHEITA DE FRUTAS,,Almox Prod Especiais
PEÇA,,032010,FECHAMENTO LATERAL _ BASE DO MOTOR HIDRÁULICO _ MAQUINA P/ COLHEITA DE FRUTAS,,Almox Prod Especiais
PEÇA,,032011,GUIA _ BASE DO MOTOR HIDRÁULICO _ MAQUINA P/ COLHEITA DE FRUTAS,,Almox Prod Especiais
PEÇA,,032012,BASE DO MOTOR HIDRAULICO _ ESTEIRA PRINCIPAL INFERIOR _ MÁQUINA P/ COLHEITA DE FRUTAS,,Almox Prod Especiais
PEÇA,,032013,CHAPA DE FIXAÇÃO DO MOTOR HIDRÁULICO _ MAQUINA P/ COLHEITA DE FRUTAS,,Almox Prod Especiais
PEÇA,,032015,CORPO DA BASE DO MOTOR HIDRÁULICO COM RASGO (45 x 50)mm MCF 16 M24,,Almox Prod Especiais
PEÇA,,032177,MANCHE _ MAQUINA P/ COLHEITA DE FRUTAS,,Almox Prod Especiais
PEÇA,,032218,CANTONEIRA SUPERIOR [ESTICADOR - MCF],,Almox Prod Especiais
PEÇA,,032219,CHAPA GUIA DO ESTICADOR FURADA _ ESTEIRA MÓVEL _ MCF,,Almox Prod Especiais
PEÇA,,032220,CHAPA GUIA DO ESTICADOR _ ESTEIRA MÓVEL _ MCF,,Almox Prod Especiais
PEÇA,,032221,REFORÇO [ESTICADOR - MCF],,Almox Prod Especiais
PEÇA,,032222,"ORELHA SUPERIOR (#5/16"") _ MÁQUINA P/ COLHEITA DE FRUTAS",,Almox Prod Especiais
PEÇA,,032351,ROLO MOVIDO [ESTEIRA MÓVEL COMPLETA - MCF M21],,Almox Prod Especiais
PEÇA,,032621,MÃO FRANCESA (CHAPA) LD - CONJ MÓVEL - CAPINADEIRA MANUAL,,Almox Prod Especiais
PEÇA,,032743,PINO TRASEIRO BALANCIM,,Almox Prod Especiais
PEÇA,,032937,PINO DO EIXO BALANCIM [SISTEMA TANDEM - CBH12/FT12500 M22],,Almox Prod Especiais
PEÇA,,033224,REFORÇO PARA HASTE DA RODA LISA,,Almox Prod Especiais
PEÇA,,033433,PINO DO IÇAMENTO [CBH12 M22],,Almox Prod Especiais
PEÇA,,033435,PINO DO ESTABILIZADOR [ESTABILIZADOR - CBH12 M22],,Almox Prod Especiais
PEÇA,,033512,PINO CENTRAL DO TANDEM [CBH12/FT12500],,Almox Prod Especiais
PEÇA,,033678,GABARITO DE PINTURA PLAT CBHM6000,,Almox Prod Especiais
PEÇA,,034485,CORPO DO EIXO [CHASSI - MCF M23],,Almox Prod Especiais
PEÇA,,034488,TRANSVERSINA DIANTEIRA [CHASSI - MCF M23],,Almox Prod Especiais
PEÇA,,034491,ESTRUTURA TRASEIRA [CHASSI - MCF M23],,Almox Prod Especiais
PEÇA,,034493,ORELHA COMPLEMENTAR [CHASSI - MCF M23],,Almox Prod Especiais
PEÇA,,034495,LONGARINA CENTRAL MAIOR [CHASSI - MCF M23],,Almox Prod Especiais
PEÇA,,034496,LONGARINA LATERAL MAIOR [CHASSI - MCF M23],,Almox Prod Especiais
PEÇA,,034498,SUPORTE DO MACACO [CHASSI - MCF M23],,Almox Prod Especiais
PEÇA,,034500,LONGARINA SUPERIOR [CHASSI - MCF M23],,Almox Prod Especiais
PEÇA,,034505,"LONGARINA ESTEIRA 03 - 2,5m [ESTEIRA DIREITA - MCF M23]",,Almox Prod Especiais
PEÇA,,034506,TRANVERSINA [ESTEIRA DIREITA - MCF M23],,Almox Prod Especiais
PEÇA,,034507,GUIA UHMW 01 [ESTEIRA DIREITA - MCF M23],,Almox Prod Especiais
PEÇA,,034514,LONGARINA MENOR [ESTEIRA ELEVATÓRIA SUPERIOR - MCF M23],,Almox Prod Especiais
PEÇA,,034525,LONGARINA [ESTEIRA ESQUERDA 04 - MCF M23],,Almox Prod Especiais
PEÇA,,034527,BASE [MACACO - MCF M23],,Almox Prod Especiais
PEÇA,,034530,APOIO CENTRAL DA ESTEIRA [CHASSI - MCF M23],,Almox Prod Especiais
PEÇA,,034533,BUCHA APOIO DO CILINDRO [ESTEIRA DIREITA - MCF M23],,Almox Prod Especiais
PEÇA,,034541,DOBRADIÇA INTERM. VIRADA [ESTEIRA ELEVATÓRIA SUPERIOR - MCF M23],,Almox Prod Especiais
PEÇA,,034548,ESTRUTURA DIANTEIRA [CHASSI - MCF M23],,Almox Prod Especiais
PEÇA,,034554,COMPLEMENTO DA HASTE [CHASSI - MCF M23],,Almox Prod Especiais
PEÇA,,034557,BUCHA DO CILINDRO [CHASSI - MCF M23],,Almox Prod Especiais
PEÇA,,034558,TUBO DE LIGAÇÃO [CHASSI - MCF M23],,Almox Prod Especiais
PEÇA,,034567,HASTE DE FIXAÇÃO [CHASSI - MCF M23],,Almox Prod Especiais
PEÇA,,034568,SAPATA DO EIXO [CHASSI - MCF M23],,Almox Prod Especiais
PEÇA,,034569,FECHAMENTO DO EIXO [CHASSI - MCF M23],,Almox Prod Especiais
PEÇA,,034570,REFORÇO DA HASTE DE FIXAÇÃO [CHASSI - MCF M23],,Almox Prod Especiais
PEÇA,,034571,COMPLEM. DA LONGARINA CENTRAL MAIOR [CHASSI - MCF M23],,Almox Prod Especiais
PEÇA,,034573,REFORÇO EXTERNO DA ESTRUTURA [CHASSI - MCF M23],,Almox Prod Especiais
PEÇA,,034575,BUCHA INTERNA [CHASSI - MCF M23],,Almox Prod Especiais
PEÇA,,034576,PINO INFERIOR HASTE DE FIXAÇÃO [MCF M23],,Almox Prod Especiais
PEÇA,,034578,"ARRUELA MENOR 20mm CH. #1/4"" [PINOS - MCF M23]",,Almox Prod Especiais
PEÇA,,034585,BUCHA DE FIXAÇÃO [ROLO MOTOR - MCF M23],,Almox Prod Especiais
PEÇA,,034586,PLACA DE FIXAÇÃO [ROLO MOTOR - MCF M23],,Almox Prod Especiais
PEÇA,,034588,BUCHA DE FIXAÇÃO [ROLO MOVIDO - MCF M23],,Almox Prod Especiais
PEÇA,,034589,EIXO [ROLO MOVIDO - MCF M23],,Almox Prod Especiais
PEÇA,,034601,SUPORTE VIRADO P/ MANCAL FL204 [ESTEIRA ELEVATÓRIA SUPERIOR - MCF M23],,Almox Prod Especiais
PEÇA,,034603,BUCHA DO AMORTECEDOR [ESTEIRA ELEVATÓRIA SUPERIOR - MCF M23],,Almox Prod Especiais
PEÇA,,034604,BUCHA DA DOBRADIÇA [ESTEIRA DIREITA - MCF M23],,Almox Prod Especiais
PEÇA,,034605,GUIA UHMW 15 [ESTEIRA ELEVATÓRIA SUPERIOR - MCF M23],,Almox Prod Especiais
PEÇA,,034606,GUIA UHMW 16 [ESTEIRA ELEVATÓRIA SUPERIOR - MCF M23],,Almox Prod Especiais
PEÇA,,034607,GUIA UHMW 17 [ESTEIRA ELEVATÓRIA SUPERIOR - MCF M23],,Almox Prod Especiais
PEÇA,,034608,GUIA UHMW 18 [ESTEIRA ELEVATÓRIA SUPERIOR - MCF M23],,Almox Prod Especiais
PEÇA,,034609,GUIA UHMW 11 [ESTEIRA ELEVATÓRIA SUPERIOR - MCF M23],,Almox Prod Especiais
PEÇA,,034610,BUCHA 74mm [ESTEIRA ESQUERDA - MCF M23],,Almox Prod Especiais
PEÇA,,034611,GUIA UHMW 12 [ESTEIRA ELEVATÓRIA INFERIOR - MCF M23],,Almox Prod Especiais
PEÇA,,034614,SUPORTE SUPERIOR [SUPORTE DO CILINDRO CENTRAL - MCF M23],,Almox Prod Especiais
PEÇA,,034615,ESTRUTURA EM C [ESTEIRA DIREITA - MCF M23],,Almox Prod Especiais
PEÇA,,034616,ARRUELA DE REFORÇO [SUPORTE DO CILINDRO CENTRAL - MCF M23],,Almox Prod Especiais
PEÇA,,034617,TUBO ESÇADOR [SUPORTE DO CILINDRO CENTRAL - MCF M23],,Almox Prod Especiais
